ID,EES
1,314000000.0
2,269000000.0
3,220000000.0
4,204000000.0
5,219000000.0
6,277000000.0
7,278000000.0
8,226000000.0
9,289000000.0
10,237000000.0
11,331000000.0
12,271000000.0
13,304000000.0
14,231000000.0
15,288000000.0
16,297000000.0
17,387000000.0
18,361000000.0
19,210000000.0
20,290000000.0
21,329000000.0
22,233000000.0
23,344000000.0
24,253000000.0
25,278000000.0
26,239000000.0
27,231000000.0
28,277000000.0
29,281000000.0
30,327000000.0
31,201000000.0
32,292000000.0
33,184000000.0
34,211000000.0
35,236000000.0
36,357000000.0
37,296000000.0
38,363000000.0
39,271000000.0
40,159000000.0
41,297000000.0
42,230000000.0
43,279000000.0
44,336000000.0
45,156000000.0
46,279000000.0
47,186000000.0
48,209000000.0
49,193000000.0
50,236000000.0
51,242000000.0
52,268000000.0
53,161000000.0
54,416000000.0
55,264000000.0
56,300000000.0
57,291000000.0
58,292000000.0
59,204000000.0
60,241000000.0
61,309000000.0
62,331000000.0
63,255000000.0
64,211000000.0
65,266000000.0
66,302000000.0
67,262000000.0
68,237000000.0
69,248000000.0
70,277000000.0
71,322000000.0
72,352000000.0
73,293000000.0
74,277000000.0
75,209000000.0
76,302000000.0
77,334000000.0
78,201000000.0
79,242000000.0
80,303000000.0
81,358000000.0
82,312000000.0
83,262000000.0
84,298000000.0
85,300000000.0
86,300000000.0
87,303000000.0
88,360000000.0
89,289000000.0
90,319000000.0
91,376000000.0
92,346000000.0
93,248000000.0
94,250000000.0
95,280000000.0
96,264000000.0
97,291000000.0
98,265000000.0
99,304000000.0
100,267000000.0
101,259000000.0
102,194000000.0
103,385000000.0
104,277000000.0
105,267000000.0
106,259000000.0
107,336000000.0
108,256000000.0
109,351000000.0
110,286000000.0
111,305000000.0
112,285000000.0
113,279000000.0
114,198000000.0
115,271000000.0
116,307000000.0
117,225000000.0
118,284000000.0
119,188000000.0
120,337000000.0
121,237000000.0
122,248000000.0
123,235000000.0
124,342000000.0
125,327000000.0
126,272000000.0
127,245000000.0
128,234000000.0
129,197000000.0
130,311000000.0
131,280000000.0
132,336000000.0
133,314000000.0
134,318000000.0
135,289000000.0
136,237000000.0
137,254000000.0
138,287000000.0
139,238000000.0
140,286000000.0
141,306000000.0
142,302000000.0
143,301000000.0
144,349000000.0
145,226000000.0
146,309000000.0
147,279000000.0
148,286000000.0
149,284000000.0
150,302000000.0
151,312000000.0
152,343000000.0
153,291000000.0
154,258000000.0
155,203000000.0
156,374000000.0
157,312000000.0
158,313000000.0
159,259000000.0
160,332000000.0
161,285000000.0
162,322000000.0
163,206000000.0
164,385000000.0
165,299000000.0
166,245000000.0
167,201000000.0
168,294000000.0
169,287000000.0
170,307000000.0
171,241000000.0
172,287000000.0
173,281000000.0
174,313000000.0
175,290000000.0
176,289000000.0
177,216000000.0
178,311000000.0
179,308000000.0
180,217000000.0
181,396000000.0
182,263000000.0
183,338000000.0
184,265000000.0
185,304000000.0
186,337000000.0
187,341000000.0
188,293000000.0
189,285000000.0
190,269000000.0
191,265000000.0
192,197000000.0
193,273000000.0
194,305000000.0
195,204000000.0
196,336000000.0
197,310000000.0
198,268000000.0
199,371000000.0
200,234000000.0
201,244000000.0
202,254000000.0
203,398000000.0
204,233000000.0
205,271000000.0
206,300000000.0
207,285000000.0
208,335000000.0
209,289000000.0
210,239000000.0
211,301000000.0
212,209000000.0
213,364000000.0
214,241000000.0
215,304000000.0
216,231000000.0
217,243000000.0
218,191000000.0
219,218000000.0
220,220000000.0
221,238000000.0
222,219000000.0
223,275000000.0
224,335000000.0
225,269000000.0
226,225000000.0
227,426000000.0
228,278000000.0
229,276000000.0
230,342000000.0
231,246000000.0
232,271000000.0
233,298000000.0
234,191000000.0
235,199000000.0
236,188000000.0
237,311000000.0
238,271000000.0
239,212000000.0
240,262000000.0
241,353000000.0
242,269000000.0
243,232000000.0
244,374000000.0
245,261000000.0
246,252000000.0
247,297000000.0
248,295000000.0
249,260000000.0
250,218000000.0
251,314000000.0
252,240000000.0
253,247000000.0
254,262000000.0
255,239000000.0
256,302000000.0
257,314000000.0
258,404000000.0
259,337000000.0
260,265000000.0
261,372000000.0
262,245000000.0
263,245000000.0
264,380000000.0
265,274000000.0
266,366000000.0
267,315000000.0
268,370000000.0
269,220000000.0
270,243000000.0
271,342000000.0
272,216000000.0
273,221000000.0
274,222000000.0
275,243000000.0
276,332000000.0
277,280000000.0
278,237000000.0
279,311000000.0
280,296000000.0
281,305000000.0
282,293000000.0
283,222000000.0
284,321000000.0
285,311000000.0
286,338000000.0
287,286000000.0
288,179000000.0
289,225000000.0
290,315000000.0
291,335000000.0
292,217000000.0
293,406000000.0
294,222000000.0
295,302000000.0
296,290000000.0
297,293000000.0
298,358000000.0
299,228000000.0
300,300000000.0
301,319000000.0
302,256000000.0
303,256000000.0
304,265000000.0
305,279000000.0
306,239000000.0
307,282000000.0
308,319000000.0
309,273000000.0
310,289000000.0
311,280000000.0
312,207000000.0
313,238000000.0
314,317000000.0
315,212000000.0
316,226000000.0
317,242000000.0
318,298000000.0
319,226000000.0
320,197000000.0
321,317000000.0
322,310000000.0
323,190000000.0
324,337000000.0
325,254000000.0
326,235000000.0
327,437000000.0
328,353000000.0
329,289000000.0
330,281000000.0
331,292000000.0
332,221000000.0
333,257000000.0
334,281000000.0
335,269000000.0
336,203000000.0
337,155000000.0
338,272000000.0
339,269000000.0
340,200000000.0
341,306000000.0
342,266000000.0
343,270000000.0
344,264000000.0
345,229000000.0
346,248000000.0
347,314000000.0
348,223000000.0
349,374000000.0
350,248000000.0
351,347000000.0
352,203000000.0
353,313000000.0
354,279000000.0
355,321000000.0
356,293000000.0
357,317000000.0
358,245000000.0
359,307000000.0
360,317000000.0
361,218000000.0
362,330000000.0
363,256000000.0
364,334000000.0
365,203000000.0
366,337000000.0
367,144000000.0
368,308000000.0
369,207000000.0
370,276000000.0
371,361000000.0
372,158000000.0
373,246000000.0
374,306000000.0
375,269000000.0
376,184000000.0
377,331000000.0
378,191000000.0
379,275000000.0
380,382000000.0
381,258000000.0
382,300000000.0
383,323000000.0
384,367000000.0
385,294000000.0
386,295000000.0
387,278000000.0
388,296000000.0
389,361000000.0
390,313000000.0
391,360000000.0
392,206000000.0
393,318000000.0
394,199000000.0
395,244000000.0
396,280000000.0
397,299000000.0
398,270000000.0
399,272000000.0
400,241000000.0
401,318000000.0
402,305000000.0
403,205000000.0
404,199000000.0
405,311000000.0
406,266000000.0
407,168000000.0
408,282000000.0
409,329000000.0
410,363000000.0
411,270000000.0
412,426000000.0
413,319000000.0
414,231000000.0
415,283000000.0
416,249000000.0
417,284000000.0
418,223000000.0
419,189000000.0
420,224000000.0
421,214000000.0
422,278000000.0
423,294000000.0
424,318000000.0
425,303000000.0
426,299000000.0
427,195000000.0
428,217000000.0
429,257000000.0
430,255000000.0
431,332000000.0
432,187000000.0
433,259000000.0
434,322000000.0
435,324000000.0
436,353000000.0
437,308000000.0
438,148000000.0
439,227000000.0
440,246000000.0
441,296000000.0
442,280000000.0
443,210000000.0
444,231000000.0
445,376000000.0
446,230000000.0
447,307000000.0
448,288000000.0
449,261000000.0
450,231000000.0
451,345000000.0
452,349000000.0
453,222000000.0
454,224000000.0
455,274000000.0
456,291000000.0
457,266000000.0
458,265000000.0
459,218000000.0
460,250000000.0
461,257000000.0
462,357000000.0
463,304000000.0
464,237000000.0
465,293000000.0
466,247000000.0
467,359000000.0
468,291000000.0
469,230000000.0
470,260000000.0
471,291000000.0
472,210000000.0
473,272000000.0
474,278000000.0
475,320000000.0
476,219000000.0
477,259000000.0
478,315000000.0
479,237000000.0
480,276000000.0
481,288000000.0
482,232000000.0
483,328000000.0
484,294000000.0
485,236000000.0
486,234000000.0
487,287000000.0
488,312000000.0
489,188000000.0
490,286000000.0
491,359000000.0
492,291000000.0
493,343000000.0
494,290000000.0
495,279000000.0
496,239000000.0
497,359000000.0
498,265000000.0
499,262000000.0
500,266000000.0
501,318000000.0
502,282000000.0
503,278000000.0
504,318000000.0
505,224000000.0
506,275000000.0
507,318000000.0
508,245000000.0
509,344000000.0
510,311000000.0
511,288000000.0
512,302000000.0
513,309000000.0
514,200000000.0
515,269000000.0
516,301000000.0
517,328000000.0
518,346000000.0
519,198000000.0
520,185000000.0
521,239000000.0
522,349000000.0
523,236000000.0
524,321000000.0
525,274000000.0
526,276000000.0
527,307000000.0
528,350000000.0
529,289000000.0
530,339000000.0
531,279000000.0
532,278000000.0
533,340000000.0
534,375000000.0
535,339000000.0
536,363000000.0
537,201000000.0
538,299000000.0
539,321000000.0
540,316000000.0
541,278000000.0
542,336000000.0
543,227000000.0
544,317000000.0
545,268000000.0
546,404000000.0
547,348000000.0
548,246000000.0
549,251000000.0
550,216000000.0
551,335000000.0
552,314000000.0
553,273000000.0
554,232000000.0
555,325000000.0
556,306000000.0
557,250000000.0
558,194000000.0
559,315000000.0
560,374000000.0
561,291000000.0
562,243000000.0
563,316000000.0
564,264000000.0
565,267000000.0
566,254000000.0
567,198000000.0
568,391000000.0
569,304000000.0
570,259000000.0
571,263000000.0
572,270000000.0
573,383000000.0
574,261000000.0
575,270000000.0
576,279000000.0
577,315000000.0
578,233000000.0
579,304000000.0
580,200000000.0
581,319000000.0
582,241000000.0
583,278000000.0
584,235000000.0
585,214000000.0
586,255000000.0
587,354000000.0
588,361000000.0
589,279000000.0
590,267000000.0
591,244000000.0
592,318000000.0
593,255000000.0
594,300000000.0
595,349000000.0
596,236000000.0
597,289000000.0
598,366000000.0
599,244000000.0
600,336000000.0
601,370000000.0
602,292000000.0
603,275000000.0
604,418000000.0
605,273000000.0
606,314000000.0
607,379000000.0
608,324000000.0
609,240000000.0
610,245000000.0
611,340000000.0
612,367000000.0
613,295000000.0
614,311000000.0
615,297000000.0
616,312000000.0
617,281000000.0
618,328000000.0
619,266000000.0
620,235000000.0
621,243000000.0
622,324000000.0
623,343000000.0
624,288000000.0
625,242000000.0
626,251000000.0
627,278000000.0
628,259000000.0
629,370000000.0
630,299000000.0
631,303000000.0
632,196000000.0
633,236000000.0
634,219000000.0
635,308000000.0
636,397000000.0
637,290000000.0
638,399000000.0
639,357000000.0
640,277000000.0
641,246000000.0
642,304000000.0
643,378000000.0
644,312000000.0
645,276000000.0
646,262000000.0
647,356000000.0
648,211000000.0
649,270000000.0
650,425000000.0
651,243000000.0
652,271000000.0
653,210000000.0
654,280000000.0
655,261000000.0
656,257000000.0
657,297000000.0
658,282000000.0
659,269000000.0
660,277000000.0
661,305000000.0
662,351000000.0
663,255000000.0
664,291000000.0
665,351000000.0
666,237000000.0
667,364000000.0
668,283000000.0
669,291000000.0
670,261000000.0
671,380000000.0
672,287000000.0
673,296000000.0
674,206000000.0
675,264000000.0
676,327000000.0
677,296000000.0
678,307000000.0
679,285000000.0
680,354000000.0
681,269000000.0
682,349000000.0
683,264000000.0
684,152000000.0
685,264000000.0
686,257000000.0
687,187000000.0
688,300000000.0
689,332000000.0
690,339000000.0
691,330000000.0
692,319000000.0
693,189000000.0
694,293000000.0
695,361000000.0
696,303000000.0
697,344000000.0
698,250000000.0
699,282000000.0
700,281000000.0
701,330000000.0
702,426000000.0
703,277000000.0
704,202000000.0
705,260000000.0
706,325000000.0
707,206000000.0
708,195000000.0
709,303000000.0
710,382000000.0
711,353000000.0
712,340000000.0
713,279000000.0
714,337000000.0
715,246000000.0
716,213000000.0
717,264000000.0
718,298000000.0
719,216000000.0
720,244000000.0
721,298000000.0
722,269000000.0
723,349000000.0
724,373000000.0
725,317000000.0
726,228000000.0
727,271000000.0
728,354000000.0
729,308000000.0
730,283000000.0
731,321000000.0
732,301000000.0
733,356000000.0
734,244000000.0
735,266000000.0
736,267000000.0
737,397000000.0
738,379000000.0
739,309000000.0
740,258000000.0
741,373000000.0
742,322000000.0
743,314000000.0
744,232000000.0
745,231000000.0
746,261000000.0
747,296000000.0
748,332000000.0
749,234000000.0
750,304000000.0
751,209000000.0
752,385000000.0
753,419000000.0
754,383000000.0
755,237000000.0
756,287000000.0
757,303000000.0
758,293000000.0
759,365000000.0
760,267000000.0
761,392000000.0
762,300000000.0
763,326000000.0
764,347000000.0
765,295000000.0
766,272000000.0
767,317000000.0
768,262000000.0
769,278000000.0
770,438000000.0
771,330000000.0
772,216000000.0
773,247000000.0
774,395000000.0
775,295000000.0
776,230000000.0
777,200000000.0
778,236000000.0
779,276000000.0
780,338000000.0
781,423000000.0
782,323000000.0
783,222000000.0
784,347000000.0
785,323000000.0
786,313000000.0
787,303000000.0
788,359000000.0
789,298000000.0
790,412000000.0
791,338000000.0
792,226000000.0
793,284000000.0
794,221000000.0
795,317000000.0
796,295000000.0
797,225000000.0
798,337000000.0
799,333000000.0
800,347000000.0
801,247000000.0
802,308000000.0
803,260000000.0
804,341000000.0
805,241000000.0
806,327000000.0
807,223000000.0
808,295000000.0
809,294000000.0
810,256000000.0
811,306000000.0
812,220000000.0
813,249000000.0
814,312000000.0
815,293000000.0
816,333000000.0
817,299000000.0
818,382000000.0
819,321000000.0
820,331000000.0
821,284000000.0
822,240000000.0
823,309000000.0
824,368000000.0
825,326000000.0
826,331000000.0
827,278000000.0
828,294000000.0
829,196000000.0
830,338000000.0
831,287000000.0
832,276000000.0
833,334000000.0
834,324000000.0
835,247000000.0
836,243000000.0
837,263000000.0
838,367000000.0
839,191000000.0
840,310000000.0
841,260000000.0
842,286000000.0
843,254000000.0
844,209000000.0
845,349000000.0
846,342000000.0
847,307000000.0
848,390000000.0
849,289000000.0
850,322000000.0
851,256000000.0
852,275000000.0
853,224000000.0
854,312000000.0
855,311000000.0
856,260000000.0
857,365000000.0
858,345000000.0
859,191000000.0
860,431000000.0
861,385000000.0
862,318000000.0
863,306000000.0
864,162000000.0
865,272000000.0
866,271000000.0
867,325000000.0
868,255000000.0
869,293000000.0
870,345000000.0
871,343000000.0
872,318000000.0
873,233000000.0
874,203000000.0
875,356000000.0
876,229000000.0
877,303000000.0
878,264000000.0
879,229000000.0
880,348000000.0
881,312000000.0
882,320000000.0
883,309000000.0
884,331000000.0
885,318000000.0
886,333000000.0
887,208000000.0
888,327000000.0
889,311000000.0
890,358000000.0
891,242000000.0
892,357000000.0
893,307000000.0
894,268000000.0
895,211000000.0
896,187000000.0
897,382000000.0
898,266000000.0
899,284000000.0
900,332000000.0
901,293000000.0
902,371000000.0
903,292000000.0
904,294000000.0
905,293000000.0
906,272000000.0
907,301000000.0
908,407000000.0
909,236000000.0
910,286000000.0
911,241000000.0
912,318000000.0
913,254000000.0
914,311000000.0
915,260000000.0
916,237000000.0
917,227000000.0
918,384000000.0
919,296000000.0
920,301000000.0
921,299000000.0
922,320000000.0
923,291000000.0
924,395000000.0
925,280000000.0
926,291000000.0
927,303000000.0
928,331000000.0
929,303000000.0
930,365000000.0
931,301000000.0
932,248000000.0
933,363000000.0
934,334000000.0
935,281000000.0
936,268000000.0
937,340000000.0
938,278000000.0
939,289000000.0
940,316000000.0
941,209000000.0
942,317000000.0
943,294000000.0
944,330000000.0
945,267000000.0
946,218000000.0
947,234000000.0
948,289000000.0
949,247000000.0
950,377000000.0
951,439000000.0
952,236000000.0
953,271000000.0
954,229000000.0
955,279000000.0
956,291000000.0
957,360000000.0
958,259000000.0
959,335000000.0
960,285000000.0
961,316000000.0
962,294000000.0
963,248000000.0
964,313000000.0
965,342000000.0
966,332000000.0
967,272000000.0
968,360000000.0
969,227000000.0
970,276000000.0
971,229000000.0
972,275000000.0
973,283000000.0
974,321000000.0
975,277000000.0
976,247000000.0
977,162000000.0
978,269000000.0
979,332000000.0
980,260000000.0
981,197000000.0
982,346000000.0
983,350000000.0
984,264000000.0
985,349000000.0
986,226000000.0
987,281000000.0
988,303000000.0
989,327000000.0
990,321000000.0
991,336000000.0
992,376000000.0
993,373000000.0
994,382000000.0
995,264000000.0
996,326000000.0
997,267000000.0
998,312000000.0
999,366000000.0
1000,241000000.0
1001,234000000.0
1002,278000000.0
1003,249000000.0
1004,310000000.0
1005,250000000.0
1006,285000000.0
1007,356000000.0
1008,259000000.0
1009,342000000.0
1010,385000000.0
1011,331000000.0
1012,326000000.0
1013,334000000.0
1014,288000000.0
1015,232000000.0
1016,372000000.0
1017,427000000.0
1018,317000000.0
1019,307000000.0
1020,322000000.0
1021,201000000.0
1022,295000000.0
1023,342000000.0
1024,325000000.0
1025,329000000.0
1026,304000000.0
1027,309000000.0
1028,285000000.0
1029,400000000.0
1030,259000000.0
1031,398000000.0
1032,212000000.0
1033,391000000.0
1034,221000000.0
1035,324000000.0
1036,277000000.0
1037,271000000.0
1038,288000000.0
1039,272000000.0
1040,428000000.0
1041,213000000.0
1042,279000000.0
1043,466000000.0
1044,281000000.0
1045,254000000.0
1046,321000000.0
1047,281000000.0
1048,308000000.0
1049,268000000.0
1050,275000000.0
1051,307000000.0
1052,269000000.0
1053,341000000.0
1054,300000000.0
1055,314000000.0
1056,263000000.0
1057,339000000.0
1058,266000000.0
1059,287000000.0
1060,384000000.0
1061,202000000.0
1062,248000000.0
1063,347000000.0
1064,311000000.0
1065,318000000.0
1066,316000000.0
1067,190000000.0
1068,321000000.0
1069,315000000.0
1070,240000000.0
1071,246000000.0
1072,222000000.0
1073,274000000.0
1074,268000000.0
1075,285000000.0
1076,329000000.0
1077,354000000.0
1078,264000000.0
1079,393000000.0
1080,194000000.0
1081,254000000.0
1082,262000000.0
1083,334000000.0
1084,322000000.0
1085,282000000.0
1086,268000000.0
1087,281000000.0
1088,386000000.0
1089,287000000.0
1090,385000000.0
1091,232000000.0
1092,294000000.0
1093,350000000.0
1094,373000000.0
1095,345000000.0
1096,189000000.0
1097,333000000.0
1098,278000000.0
1099,353000000.0
1100,246000000.0
1101,252000000.0
1102,284000000.0
1103,261000000.0
1104,318000000.0
1105,267000000.0
1106,370000000.0
1107,275000000.0
1108,289000000.0
1109,356000000.0
1110,246000000.0
1111,317000000.0
1112,259000000.0
1113,258000000.0
1114,291000000.0
1115,443000000.0
1116,310000000.0
1117,275000000.0
1118,328000000.0
1119,286000000.0
1120,397000000.0
1121,304000000.0
1122,296000000.0
1123,361000000.0
1124,357000000.0
1125,324000000.0
1126,353000000.0
1127,441000000.0
1128,293000000.0
1129,369000000.0
1130,316000000.0
1131,385000000.0
1132,366000000.0
1133,184000000.0
1134,351000000.0
1135,301000000.0
1136,286000000.0
1137,367000000.0
1138,397000000.0
1139,227000000.0
1140,319000000.0
1141,432000000.0
1142,278000000.0
1143,307000000.0
1144,316000000.0
1145,232000000.0
1146,336000000.0
1147,348000000.0
1148,324000000.0
1149,258000000.0
1150,309000000.0
1151,346000000.0
1152,292000000.0
1153,228000000.0
1154,244000000.0
1155,270000000.0
1156,377000000.0
1157,254000000.0
1158,275000000.0
1159,368000000.0
1160,332000000.0
1161,339000000.0
1162,304000000.0
1163,365000000.0
1164,302000000.0
1165,321000000.0
1166,294000000.0
1167,300000000.0
1168,323000000.0
1169,416000000.0
1170,363000000.0
1171,304000000.0
1172,190000000.0
1173,300000000.0
1174,213000000.0
1175,297000000.0
1176,257000000.0
1177,247000000.0
1178,284000000.0
1179,333000000.0
1180,336000000.0
1181,359000000.0
1182,184000000.0
1183,393000000.0
1184,243000000.0
1185,321000000.0
1186,421000000.0
1187,295000000.0
1188,382000000.0
1189,244000000.0
1190,303000000.0
1191,310000000.0
1192,462000000.0
1193,383000000.0
1194,262000000.0
1195,255000000.0
1196,310000000.0
1197,301000000.0
1198,248000000.0
1199,290000000.0
1200,280000000.0
1201,245000000.0
1202,366000000.0
1203,263000000.0
1204,258000000.0
1205,356000000.0
1206,353000000.0
1207,371000000.0
1208,261000000.0
1209,272000000.0
1210,365000000.0
1211,385000000.0
1212,344000000.0
1213,334000000.0
1214,427000000.0
1215,235000000.0
1216,342000000.0
1217,346000000.0
1218,325000000.0
1219,248000000.0
1220,410000000.0
1221,321000000.0
1222,257000000.0
1223,337000000.0
1224,349000000.0
1225,210000000.0
1226,410000000.0
1227,287000000.0
1228,329000000.0
1229,330000000.0
1230,363000000.0
1231,269000000.0
1232,355000000.0
1233,231000000.0
1234,338000000.0
1235,331000000.0
1236,382000000.0
1237,261000000.0
1238,385000000.0
1239,307000000.0
1240,289000000.0
1241,371000000.0
1242,275000000.0
1243,356000000.0
1244,343000000.0
1245,258000000.0
1246,298000000.0
1247,302000000.0
1248,311000000.0
1249,265000000.0
1250,246000000.0
1251,367000000.0
1252,297000000.0
1253,406000000.0
1254,394000000.0
1255,247000000.0
1256,385000000.0
1257,310000000.0
1258,301000000.0
1259,389000000.0
1260,321000000.0
1261,291000000.0
1262,322000000.0
1263,396000000.0
1264,312000000.0
1265,370000000.0
1266,344000000.0
1267,244000000.0
1268,390000000.0
1269,320000000.0
1270,224000000.0
1271,341000000.0
1272,225000000.0
1273,330000000.0
1274,366000000.0
1275,249000000.0
1276,254000000.0
1277,283000000.0
1278,277000000.0
1279,137000000.0
1280,262000000.0
1281,336000000.0
1282,304000000.0
1283,226000000.0
1284,368000000.0
1285,341000000.0
1286,262000000.0
1287,246000000.0
1288,290000000.0
1289,208000000.0
1290,375000000.0
1291,377000000.0
1292,358000000.0
1293,284000000.0
1294,402000000.0
1295,262000000.0
1296,312000000.0
1297,328000000.0
1298,276000000.0
1299,289000000.0
1300,247000000.0
1301,306000000.0
1302,375000000.0
1303,245000000.0
1304,307000000.0
1305,372000000.0
1306,386000000.0
1307,318000000.0
1308,237000000.0
1309,340000000.0
1310,331000000.0
1311,254000000.0
1312,367000000.0
1313,363000000.0
1314,354000000.0
1315,259000000.0
1316,317000000.0
1317,289000000.0
1318,237000000.0
1319,384000000.0
1320,338000000.0
1321,348000000.0
1322,307000000.0
1323,310000000.0
1324,306000000.0
1325,272000000.0
1326,334000000.0
1327,310000000.0
1328,325000000.0
1329,267000000.0
1330,360000000.0
1331,257000000.0
1332,297000000.0
1333,312000000.0
1334,316000000.0
1335,233000000.0
1336,269000000.0
1337,302000000.0
1338,344000000.0
1339,290000000.0
1340,245000000.0
1341,291000000.0
1342,325000000.0
1343,294000000.0
1344,330000000.0
1345,259000000.0
1346,291000000.0
1347,295000000.0
1348,364000000.0
1349,362000000.0
1350,372000000.0
1351,258000000.0
1352,319000000.0
1353,334000000.0
1354,341000000.0
1355,239000000.0
1356,206000000.0
1357,355000000.0
1358,349000000.0
1359,173000000.0
1360,353000000.0
1361,287000000.0
1362,269000000.0
1363,219000000.0
1364,394000000.0
1365,247000000.0
1366,229000000.0
1367,248000000.0
1368,322000000.0
1369,347000000.0
1370,225000000.0
1371,323000000.0
1372,311000000.0
1373,372000000.0
1374,421000000.0
1375,333000000.0
1376,260000000.0
1377,217000000.0
1378,288000000.0
1379,368000000.0
1380,247000000.0
1381,382000000.0
1382,310000000.0
